#    L    TT             EE             BB             TE             PP             TP             EP          
  1387    0.81644E+03    0.17310E+02    0.00000E+00   -0.62111E+02    0.27109E-08    0.94309E-06   -0.19098E-06
  1388    0.81790E+03    0.17107E+02    0.00000E+00   -0.61693E+02    0.27066E-08    0.94684E-06   -0.18851E-06
  1389    0.81919E+03    0.16905E+02    0.00000E+00   -0.61260E+02    0.27023E-08    0.95155E-06   -0.18605E-06
  1390    0.82039E+03    0.16705E+02    0.00000E+00   -0.60815E+02    0.26980E-08    0.95729E-06   -0.18359E-06
  1391    0.82166E+03    0.16507E+02    0.00000E+00   -0.60358E+02    0.26938E-08    0.96409E-06   -0.18115E-06
  1392    0.82285E+03    0.16310E+02    0.00000E+00   -0.59887E+02    0.26895E-08    0.97198E-06   -0.17872E-06
  1393    0.82402E+03    0.16116E+02    0.00000E+00   -0.59404E+02    0.26852E-08    0.98102E-06   -0.17630E-06
  1394    0.82511E+03    0.15923E+02    0.00000E+00   -0.58910E+02    0.26810E-08    0.99125E-06   -0.17390E-06
  1395    0.82618E+03    0.15732E+02    0.00000E+00   -0.58403E+02    0.26768E-08    0.10027E-05   -0.17151E-06
  1396    0.82725E+03    0.15544E+02    0.00000E+00   -0.57886E+02    0.26725E-08    0.10154E-05   -0.16914E-06
  1397    0.82823E+03    0.15357E+02    0.00000E+00   -0.57356E+02    0.26683E-08    0.10295E-05   -0.16678E-06
  1398    0.82913E+03    0.15172E+02    0.00000E+00   -0.56815E+02    0.26641E-08    0.10449E-05   -0.16445E-06
  1399    0.83001E+03    0.14991E+02    0.00000E+00   -0.56263E+02    0.26599E-08    0.10617E-05   -0.16213E-06
  1400    0.83089E+03    0.14811E+02    0.00000E+00   -0.55700E+02    0.26557E-08    0.10799E-05   -0.15984E-06
  1401    0.83168E+03    0.14633E+02    0.00000E+00   -0.55127E+02    0.26515E-08    0.10996E-05   -0.15756E-06
  1402    0.83246E+03    0.14459E+02    0.00000E+00   -0.54544E+02    0.26473E-08    0.11208E-05   -0.15531E-06
  1403    0.83316E+03    0.14287E+02    0.00000E+00   -0.53951E+02    0.26432E-08    0.11433E-05   -0.15308E-06
  1404    0.83377E+03    0.14117E+02    0.00000E+00   -0.53348E+02    0.26390E-08    0.11673E-05   -0.15087E-06
  1405    0.83445E+03    0.13950E+02    0.00000E+00   -0.52735E+02    0.26348E-08    0.11925E-05   -0.14867E-06
  1406    0.83496E+03    0.13786E+02    0.00000E+00   -0.52114E+02    0.26307E-08    0.12190E-05   -0.14650E-06
  1407    0.83540E+03    0.13624E+02    0.00000E+00   -0.51483E+02    0.26265E-08    0.12468E-05   -0.14434E-06
  1408    0.83598E+03    0.13465E+02    0.00000E+00   -0.50844E+02    0.26224E-08    0.12758E-05   -0.14219E-06
  1409    0.83632E+03    0.13309E+02    0.00000E+00   -0.50195E+02    0.26183E-08    0.13059E-05   -0.14006E-06
  1410    0.83673E+03    0.13155E+02    0.00000E+00   -0.49539E+02    0.26142E-08    0.13372E-05   -0.13795E-06
  1411    0.83706E+03    0.13004E+02    0.00000E+00   -0.48875E+02    0.26101E-08    0.13695E-05   -0.13585E-06
  1412    0.83731E+03    0.12857E+02    0.00000E+00   -0.48202E+02    0.26060E-08    0.14029E-05   -0.13376E-06
  1413    0.83740E+03    0.12713E+02    0.00000E+00   -0.47522E+02    0.26019E-08    0.14373E-05   -0.13169E-06
  1414    0.83755E+03    0.12571E+02    0.00000E+00   -0.46834E+02    0.25978E-08    0.14727E-05   -0.12962E-06
  1415    0.83763E+03    0.12432E+02    0.00000E+00   -0.46139E+02    0.25937E-08    0.15090E-05   -0.12757E-06
  1416    0.83770E+03    0.12297E+02    0.00000E+00   -0.45438E+02    0.25896E-08    0.15462E-05   -0.12553E-06
  1417    0.83761E+03    0.12164E+02    0.00000E+00   -0.44732E+02    0.25856E-08    0.15842E-05   -0.12349E-06
  1418    0.83752E+03    0.12035E+02    0.00000E+00   -0.44017E+02    0.25815E-08    0.16230E-05   -0.12146E-06
  1419    0.83735E+03    0.11909E+02    0.00000E+00   -0.43298E+02    0.25775E-08    0.16626E-05   -0.11944E-06
  1420    0.83717E+03    0.11786E+02    0.00000E+00   -0.42572E+02    0.25734E-08    0.17029E-05   -0.11743E-06
  1421    0.83691E+03    0.11666E+02    0.00000E+00   -0.41842E+02    0.25694E-08    0.17439E-05   -0.11542E-06
  1422    0.83665E+03    0.11550E+02    0.00000E+00   -0.41106E+02    0.25654E-08    0.17856E-05   -0.11341E-06
  1423    0.83623E+03    0.11437E+02    0.00000E+00   -0.40366E+02    0.25614E-08    0.18278E-05   -0.11141E-06
  1424    0.83588E+03    0.11328E+02    0.00000E+00   -0.39621E+02    0.25573E-08    0.18706E-05   -0.10941E-06
  1425    0.83538E+03    0.11222E+02    0.00000E+00   -0.38872E+02    0.25533E-08    0.19140E-05   -0.10742E-06
  1426    0.83480E+03    0.11119E+02    0.00000E+00   -0.38118E+02    0.25493E-08    0.19578E-05   -0.10542E-06
  1427    0.83430E+03    0.11020E+02    0.00000E+00   -0.37361E+02    0.25454E-08    0.20021E-05   -0.10342E-06
  1428    0.83363E+03    0.10923E+02    0.00000E+00   -0.36602E+02    0.25414E-08    0.20468E-05   -0.10143E-06
  1429    0.83290E+03    0.10832E+02    0.00000E+00   -0.35838E+02    0.25374E-08    0.20918E-05   -0.99432E-07
  1430    0.83215E+03    0.10743E+02    0.00000E+00   -0.35072E+02    0.25334E-08    0.21372E-05   -0.97433E-07
  1431    0.83133E+03    0.10657E+02    0.00000E+00   -0.34303E+02    0.25295E-08    0.21829E-05   -0.95430E-07
  1432    0.83044E+03    0.10575E+02    0.00000E+00   -0.33533E+02    0.25255E-08    0.22288E-05   -0.93424E-07
  1433    0.82961E+03    0.10497E+02    0.00000E+00   -0.32760E+02    0.25216E-08    0.22749E-05   -0.91414E-07
  1434    0.82864E+03    0.10422E+02    0.00000E+00   -0.31985E+02    0.25177E-08    0.23212E-05   -0.89397E-07
  1435    0.82758E+03    0.10351E+02    0.00000E+00   -0.31210E+02    0.25137E-08    0.23676E-05   -0.87375E-07
  1436    0.82653E+03    0.10283E+02    0.00000E+00   -0.30435E+02    0.25098E-08    0.24141E-05   -0.85345E-07
  1437    0.82532E+03    0.10219E+02    0.00000E+00   -0.29657E+02    0.25059E-08    0.24607E-05   -0.83308E-07
  1438    0.82412E+03    0.10158E+02    0.00000E+00   -0.28881E+02    0.25020E-08    0.25072E-05   -0.81261E-07
  1439    0.82284E+03    0.10101E+02    0.00000E+00   -0.28103E+02    0.24981E-08    0.25538E-05   -0.79205E-07
  1440    0.82156E+03    0.10047E+02    0.00000E+00   -0.27326E+02    0.24942E-08    0.26002E-05   -0.77138E-07
  1441    0.82020E+03    0.99972E+01    0.00000E+00   -0.26551E+02    0.24903E-08    0.26466E-05   -0.75061E-07
  1442    0.81877E+03    0.99509E+01    0.00000E+00   -0.25776E+02    0.24864E-08    0.26927E-05   -0.72970E-07
  1443    0.81726E+03    0.99092E+01    0.00000E+00   -0.25002E+02    0.24826E-08    0.27387E-05   -0.70867E-07
  1444    0.81576E+03    0.98699E+01    0.00000E+00   -0.24229E+02    0.24787E-08    0.27845E-05   -0.68751E-07
  1445    0.81410E+03    0.98353E+01    0.00000E+00   -0.23459E+02    0.24748E-08    0.28300E-05   -0.66619E-07
  1446    0.81253E+03    0.98030E+01    0.00000E+00   -0.22690E+02    0.24710E-08    0.28752E-05   -0.64472E-07
  1447    0.81072E+03    0.97752E+01    0.00000E+00   -0.21922E+02    0.24672E-08    0.29200E-05   -0.62309E-07
  1448    0.80900E+03    0.97514E+01    0.00000E+00   -0.21160E+02    0.24633E-08    0.29644E-05   -0.60129E-07
  1449    0.80720E+03    0.97298E+01    0.00000E+00   -0.20399E+02    0.24595E-08    0.30085E-05   -0.57930E-07
  1450    0.80533E+03    0.97128E+01    0.00000E+00   -0.19641E+02    0.24557E-08    0.30520E-05   -0.55713E-07
  1451    0.80346E+03    0.96995E+01    0.00000E+00   -0.18889E+02    0.24519E-08    0.30950E-05   -0.53477E-07
  1452    0.80145E+03    0.96893E+01    0.00000E+00   -0.18141E+02    0.24481E-08    0.31375E-05   -0.51221E-07
  1453    0.79943E+03    0.96829E+01    0.00000E+00   -0.17396E+02    0.24443E-08    0.31793E-05   -0.48945E-07
  1454    0.79742E+03    0.96801E+01    0.00000E+00   -0.16654E+02    0.24405E-08    0.32204E-05   -0.46650E-07
  1455    0.79534E+03    0.96804E+01    0.00000E+00   -0.15918E+02    0.24367E-08    0.32608E-05   -0.44335E-07
  1456    0.79319E+03    0.96851E+01    0.00000E+00   -0.15188E+02    0.24329E-08    0.33003E-05   -0.42001E-07
  1457    0.79089E+03    0.96920E+01    0.00000E+00   -0.14462E+02    0.24291E-08    0.33390E-05   -0.39648E-07
  1458    0.78866E+03    0.97034E+01    0.00000E+00   -0.13741E+02    0.24254E-08    0.33767E-05   -0.37275E-07
  1459    0.78637E+03    0.97176E+01    0.00000E+00   -0.13025E+02    0.24216E-08    0.34135E-05   -0.34883E-07
  1460    0.78401E+03    0.97363E+01    0.00000E+00   -0.12316E+02    0.24179E-08    0.34491E-05   -0.32472E-07
  1461    0.78165E+03    0.97563E+01    0.00000E+00   -0.11613E+02    0.24141E-08    0.34837E-05   -0.30041E-07
  1462    0.77922E+03    0.97808E+01    0.00000E+00   -0.10916E+02    0.24104E-08    0.35171E-05   -0.27591E-07
  1463    0.77664E+03    0.98088E+01    0.00000E+00   -0.10225E+02    0.24066E-08    0.35492E-05   -0.25122E-07
  1464    0.77414E+03    0.98397E+01    0.00000E+00   -0.95402E+01    0.24029E-08    0.35800E-05   -0.22634E-07
  1465    0.77150E+03    0.98741E+01    0.00000E+00   -0.88629E+01    0.23992E-08    0.36095E-05   -0.20127E-07
  1466    0.76894E+03    0.99121E+01    0.00000E+00   -0.81921E+01    0.23955E-08    0.36375E-05   -0.17601E-07
  1467    0.76623E+03    0.99530E+01    0.00000E+00   -0.75293E+01    0.23918E-08    0.36641E-05   -0.15055E-07
  1468    0.76353E+03    0.99973E+01    0.00000E+00   -0.68736E+01    0.23881E-08    0.36891E-05   -0.12491E-07
  1469    0.76084E+03    0.10044E+02    0.00000E+00   -0.62258E+01    0.23844E-08    0.37125E-05   -0.99079E-08
  1470    0.75792E+03    0.10094E+02    0.00000E+00   -0.55851E+01    0.23807E-08    0.37342E-05   -0.73058E-08
  1471    0.75516E+03    0.10148E+02    0.00000E+00   -0.49537E+01    0.23770E-08    0.37542E-05   -0.46848E-08
  1472    0.75234E+03    0.10205E+02    0.00000E+00   -0.43300E+01    0.23734E-08    0.37724E-05   -0.20451E-08
  1473    0.74944E+03    0.10265E+02    0.00000E+00   -0.37156E+01    0.23697E-08    0.37887E-05    0.61350E-09
  1474    0.74640E+03    0.10327E+02    0.00000E+00   -0.31088E+01    0.23661E-08    0.38032E-05    0.32908E-08
  1475    0.74344E+03    0.10392E+02    0.00000E+00   -0.25112E+01    0.23624E-08    0.38156E-05    0.59869E-08
  1476    0.74041E+03    0.10460E+02    0.00000E+00   -0.19234E+01    0.23588E-08    0.38260E-05    0.87016E-08
  1477    0.73739E+03    0.10531E+02    0.00000E+00   -0.13439E+01    0.23551E-08    0.38344E-05    0.11435E-07
  1478    0.73431E+03    0.10605E+02    0.00000E+00   -0.77426E+00    0.23515E-08    0.38405E-05    0.14187E-07
  1479    0.73123E+03    0.10682E+02    0.00000E+00   -0.21453E+00    0.23479E-08    0.38445E-05    0.16957E-07
  1480    0.72808E+03    0.10762E+02    0.00000E+00    0.33572E+00    0.23443E-08    0.38461E-05    0.19746E-07
  1481    0.72487E+03    0.10843E+02    0.00000E+00    0.87608E+00    0.23407E-08    0.38455E-05    0.22554E-07
  1482    0.72168E+03    0.10928E+02    0.00000E+00    0.14064E+01    0.23370E-08    0.38424E-05    0.25380E-07
  1483    0.71843E+03    0.11016E+02    0.00000E+00    0.19263E+01    0.23335E-08    0.38369E-05    0.28224E-07
  1484    0.71519E+03    0.11105E+02    0.00000E+00    0.24359E+01    0.23299E-08    0.38288E-05    0.31087E-07
  1485    0.71189E+03    0.11196E+02    0.00000E+00    0.29348E+01    0.23263E-08    0.38181E-05    0.33968E-07
  1486    0.70857E+03    0.11291E+02    0.00000E+00    0.34233E+01    0.23227E-08    0.38049E-05    0.36868E-07
  1487    0.70521E+03    0.11388E+02    0.00000E+00    0.39008E+01    0.23191E-08    0.37889E-05    0.39785E-07
  1488    0.70185E+03    0.11487E+02    0.00000E+00    0.43673E+01    0.23156E-08    0.37701E-05    0.42721E-07
  1489    0.69844E+03    0.11589E+02    0.00000E+00    0.48227E+01    0.23120E-08    0.37485E-05    0.45675E-07
  1490    0.69502E+03    0.11691E+02    0.00000E+00    0.52669E+01    0.23085E-08    0.37240E-05    0.48647E-07
  1491    0.69158E+03    0.11796E+02    0.00000E+00    0.56996E+01    0.23049E-08    0.36966E-05    0.51638E-07
  1492    0.68812E+03    0.11904E+02    0.00000E+00    0.61209E+01    0.23014E-08    0.36661E-05    0.54646E-07
  1493    0.68463E+03    0.12013E+02    0.00000E+00    0.65305E+01    0.22978E-08    0.36326E-05    0.57673E-07
  1494    0.68113E+03    0.12124E+02    0.00000E+00    0.69284E+01    0.22943E-08    0.35959E-05    0.60717E-07
  1495    0.67761E+03    0.12237E+02    0.00000E+00    0.73145E+01    0.22908E-08    0.35561E-05    0.63780E-07
  1496    0.67407E+03    0.12352E+02    0.00000E+00    0.76887E+01    0.22873E-08    0.35130E-05    0.66860E-07
  1497    0.67051E+03    0.12468E+02    0.00000E+00    0.80508E+01    0.22838E-08    0.34666E-05    0.69958E-07
  1498    0.66695E+03    0.12586E+02    0.00000E+00    0.84007E+01    0.22803E-08    0.34168E-05    0.73074E-07
  1499    0.66337E+03    0.12705E+02    0.00000E+00    0.87386E+01    0.22768E-08    0.33635E-05    0.76208E-07
  1500    0.65978E+03    0.12826E+02    0.00000E+00    0.90641E+01    0.22733E-08    0.33068E-05    0.79360E-07
  1501    0.65617E+03    0.12949E+02    0.00000E+00    0.93774E+01    0.22698E-08    0.32465E-05    0.82529E-07
  1502    0.65255E+03    0.13072E+02    0.00000E+00    0.96780E+01    0.22663E-08    0.31829E-05    0.85713E-07
  1503    0.64893E+03    0.13198E+02    0.00000E+00    0.99662E+01    0.22629E-08    0.31161E-05    0.88908E-07
  1504    0.64530E+03    0.13324E+02    0.00000E+00    0.10242E+02    0.22594E-08    0.30463E-05    0.92113E-07
  1505    0.64166E+03    0.13452E+02    0.00000E+00    0.10505E+02    0.22559E-08    0.29737E-05    0.95324E-07
  1506    0.63801E+03    0.13580E+02    0.00000E+00    0.10756E+02    0.22525E-08    0.28985E-05    0.98538E-07
  1507    0.63436E+03    0.13710E+02    0.00000E+00    0.10994E+02    0.22490E-08    0.28208E-05    0.10175E-06
  1508    0.63070E+03    0.13841E+02    0.00000E+00    0.11219E+02    0.22456E-08    0.27410E-05    0.10496E-06
  1509    0.62704E+03    0.13972E+02    0.00000E+00    0.11432E+02    0.22422E-08    0.26590E-05    0.10817E-06
  1510    0.62338E+03    0.14105E+02    0.00000E+00    0.11632E+02    0.22387E-08    0.25753E-05    0.11137E-06
  1511    0.61970E+03    0.14238E+02    0.00000E+00    0.11819E+02    0.22353E-08    0.24898E-05    0.11455E-06
  1512    0.61603E+03    0.14373E+02    0.00000E+00    0.11993E+02    0.22319E-08    0.24029E-05    0.11773E-06
  1513    0.61235E+03    0.14507E+02    0.00000E+00    0.12155E+02    0.22285E-08    0.23147E-05    0.12088E-06
  1514    0.60868E+03    0.14644E+02    0.00000E+00    0.12304E+02    0.22251E-08    0.22254E-05    0.12402E-06
  1515    0.60503E+03    0.14780E+02    0.00000E+00    0.12441E+02    0.22217E-08    0.21352E-05    0.12713E-06
  1516    0.60137E+03    0.14917E+02    0.00000E+00    0.12564E+02    0.22183E-08    0.20443E-05    0.13021E-06
  1517    0.59771E+03    0.15054E+02    0.00000E+00    0.12675E+02    0.22149E-08    0.19528E-05    0.13327E-06
  1518    0.59405E+03    0.15192E+02    0.00000E+00    0.12775E+02    0.22116E-08    0.18610E-05    0.13630E-06
  1519    0.59040E+03    0.15330E+02    0.00000E+00    0.12860E+02    0.22082E-08    0.17691E-05    0.13929E-06
  1520    0.58676E+03    0.15468E+02    0.00000E+00    0.12934E+02    0.22048E-08    0.16772E-05    0.14224E-06
  1521    0.58312E+03    0.15607E+02    0.00000E+00    0.12995E+02    0.22015E-08    0.15855E-05    0.14515E-06
  1522    0.57949E+03    0.15745E+02    0.00000E+00    0.13043E+02    0.21981E-08    0.14943E-05    0.14802E-06
  1523    0.57587E+03    0.15884E+02    0.00000E+00    0.13079E+02    0.21948E-08    0.14036E-05    0.15084E-06
  1524    0.57225E+03    0.16023E+02    0.00000E+00    0.13103E+02    0.21914E-08    0.13138E-05    0.15362E-06
  1525    0.56864E+03    0.16162E+02    0.00000E+00    0.13114E+02    0.21881E-08    0.12249E-05    0.15634E-06
  1526    0.56505E+03    0.16300E+02    0.00000E+00    0.13114E+02    0.21848E-08    0.11373E-05    0.15901E-06
  1527    0.56147E+03    0.16438E+02    0.00000E+00    0.13100E+02    0.21814E-08    0.10510E-05    0.16162E-06
  1528    0.55790E+03    0.16577E+02    0.00000E+00    0.13075E+02    0.21781E-08    0.96620E-06    0.16416E-06
  1529    0.55435E+03    0.16715E+02    0.00000E+00    0.13038E+02    0.21748E-08    0.88319E-06    0.16665E-06
  1530    0.55082E+03    0.16852E+02    0.00000E+00    0.12989E+02    0.21715E-08    0.80212E-06    0.16907E-06
  1531    0.54729E+03    0.16989E+02    0.00000E+00    0.12927E+02    0.21682E-08    0.72318E-06    0.17142E-06
  1532    0.54379E+03    0.17126E+02    0.00000E+00    0.12855E+02    0.21649E-08    0.64655E-06    0.17369E-06
  1533    0.54030E+03    0.17262E+02    0.00000E+00    0.12772E+02    0.21616E-08    0.57242E-06    0.17589E-06
  1534    0.53684E+03    0.17398E+02    0.00000E+00    0.12675E+02    0.21583E-08    0.50099E-06    0.17801E-06
  1535    0.53339E+03    0.17533E+02    0.00000E+00    0.12568E+02    0.21550E-08    0.43244E-06    0.18006E-06
  1536    0.52996E+03    0.17666E+02    0.00000E+00    0.12449E+02    0.21518E-08    0.36696E-06    0.18201E-06
  1537    0.52656E+03    0.17800E+02    0.00000E+00    0.12319E+02    0.21485E-08    0.30475E-06    0.18388E-06
  1538    0.52318E+03    0.17933E+02    0.00000E+00    0.12178E+02    0.21452E-08    0.24599E-06    0.18566E-06
  1539    0.51980E+03    0.18064E+02    0.00000E+00    0.12026E+02    0.21420E-08    0.19087E-06    0.18735E-06
  1540    0.51645E+03    0.18194E+02    0.00000E+00    0.11864E+02    0.21387E-08    0.13958E-06    0.18894E-06
  1541    0.51314E+03    0.18324E+02    0.00000E+00    0.11689E+02    0.21355E-08    0.92307E-07    0.19043E-06
  1542    0.50985E+03    0.18452E+02    0.00000E+00    0.11506E+02    0.21323E-08    0.49248E-07    0.19183E-06
  1543    0.50657E+03    0.18578E+02    0.00000E+00    0.11310E+02    0.21290E-08    0.10588E-07    0.19311E-06
  1544    0.50333E+03    0.18705E+02    0.00000E+00    0.11106E+02    0.21258E-08   -0.23482E-07    0.19429E-06
  1545    0.50012E+03    0.18829E+02    0.00000E+00    0.10891E+02    0.21226E-08   -0.52774E-07    0.19536E-06
  1546    0.49692E+03    0.18952E+02    0.00000E+00    0.10665E+02    0.21194E-08   -0.77098E-07    0.19632E-06
  1547    0.49376E+03    0.19073E+02    0.00000E+00    0.10430E+02    0.21162E-08   -0.96264E-07    0.19716E-06
  1548    0.49063E+03    0.19194E+02    0.00000E+00    0.10185E+02    0.21130E-08   -0.11008E-06    0.19788E-06
  1549    0.48753E+03    0.19312E+02    0.00000E+00    0.99312E+01    0.21098E-08   -0.11837E-06    0.19848E-06
  1550    0.48447E+03    0.19429E+02    0.00000E+00    0.96675E+01    0.21066E-08   -0.12092E-06    0.19895E-06
  1551    0.48143E+03    0.19544E+02    0.00000E+00    0.93940E+01    0.21034E-08   -0.11764E-06    0.19930E-06
  1552    0.47843E+03    0.19657E+02    0.00000E+00    0.91122E+01    0.21002E-08   -0.10870E-06    0.19953E-06
  1553    0.47546E+03    0.19769E+02    0.00000E+00    0.88223E+01    0.20970E-08   -0.94370E-07    0.19963E-06
  1554    0.47252E+03    0.19880E+02    0.00000E+00    0.85226E+01    0.20939E-08   -0.74911E-07    0.19963E-06
  1555    0.46961E+03    0.19988E+02    0.00000E+00    0.82149E+01    0.20907E-08   -0.50584E-07    0.19951E-06
  1556    0.46674E+03    0.20094E+02    0.00000E+00    0.78982E+01    0.20875E-08   -0.21652E-07    0.19930E-06
  1557    0.46390E+03    0.20199E+02    0.00000E+00    0.75734E+01    0.20844E-08    0.11624E-07    0.19898E-06
  1558    0.46111E+03    0.20302E+02    0.00000E+00    0.72413E+01    0.20812E-08    0.48981E-07    0.19857E-06
  1559    0.45835E+03    0.20401E+02    0.00000E+00    0.69004E+01    0.20781E-08    0.90159E-07    0.19807E-06
  1560    0.45563E+03    0.20500E+02    0.00000E+00    0.65515E+01    0.20750E-08    0.13489E-06    0.19749E-06
  1561    0.45292E+03    0.20596E+02    0.00000E+00    0.61953E+01    0.20718E-08    0.18292E-06    0.19683E-06
  1562    0.45025E+03    0.20690E+02    0.00000E+00    0.58311E+01    0.20687E-08    0.23399E-06    0.19609E-06
