#    L    TT             EE             BB             TE             PP             TP             EP          
   503    0.24844E+04    0.73432E+01    0.00000E+00   -0.52517E+02    0.17393E-07    0.37138E-05    0.74587E-06
   504    0.24910E+04    0.72568E+01    0.00000E+00   -0.51412E+02    0.17339E-07    0.36779E-05    0.72634E-06
   505    0.24976E+04    0.71751E+01    0.00000E+00   -0.50292E+02    0.17286E-07    0.36436E-05    0.70698E-06
   506    0.25037E+04    0.70978E+01    0.00000E+00   -0.49153E+02    0.17233E-07    0.36108E-05    0.68777E-06
   507    0.25098E+04    0.70243E+01    0.00000E+00   -0.47998E+02    0.17180E-07    0.35797E-05    0.66871E-06
   508    0.25156E+04    0.69559E+01    0.00000E+00   -0.46827E+02    0.17127E-07    0.35501E-05    0.64981E-06
   509    0.25212E+04    0.68914E+01    0.00000E+00   -0.45643E+02    0.17075E-07    0.35221E-05    0.63105E-06
   510    0.25265E+04    0.68316E+01    0.00000E+00   -0.44444E+02    0.17022E-07    0.34956E-05    0.61244E-06
   511    0.25317E+04    0.67761E+01    0.00000E+00   -0.43231E+02    0.16970E-07    0.34707E-05    0.59398E-06
   512    0.25365E+04    0.67254E+01    0.00000E+00   -0.42006E+02    0.16919E-07    0.34472E-05    0.57565E-06
   513    0.25413E+04    0.66793E+01    0.00000E+00   -0.40769E+02    0.16867E-07    0.34252E-05    0.55745E-06
   514    0.25458E+04    0.66380E+01    0.00000E+00   -0.39522E+02    0.16816E-07    0.34047E-05    0.53939E-06
   515    0.25500E+04    0.66015E+01    0.00000E+00   -0.38263E+02    0.16764E-07    0.33857E-05    0.52146E-06
   516    0.25540E+04    0.65698E+01    0.00000E+00   -0.36995E+02    0.16714E-07    0.33681E-05    0.50366E-06
   517    0.25577E+04    0.65430E+01    0.00000E+00   -0.35718E+02    0.16663E-07    0.33520E-05    0.48598E-06
   518    0.25613E+04    0.65211E+01    0.00000E+00   -0.34433E+02    0.16612E-07    0.33372E-05    0.46842E-06
   519    0.25646E+04    0.65042E+01    0.00000E+00   -0.33140E+02    0.16562E-07    0.33239E-05    0.45098E-06
   520    0.25677E+04    0.64923E+01    0.00000E+00   -0.31840E+02    0.16512E-07    0.33119E-05    0.43365E-06
   521    0.25705E+04    0.64854E+01    0.00000E+00   -0.30535E+02    0.16462E-07    0.33013E-05    0.41643E-06
   522    0.25730E+04    0.64836E+01    0.00000E+00   -0.29225E+02    0.16412E-07    0.32920E-05    0.39932E-06
   523    0.25754E+04    0.64870E+01    0.00000E+00   -0.27910E+02    0.16363E-07    0.32841E-05    0.38231E-06
   524    0.25775E+04    0.64954E+01    0.00000E+00   -0.26592E+02    0.16314E-07    0.32775E-05    0.36541E-06
   525    0.25793E+04    0.65090E+01    0.00000E+00   -0.25270E+02    0.16265E-07    0.32722E-05    0.34861E-06
   526    0.25809E+04    0.65278E+01    0.00000E+00   -0.23946E+02    0.16216E-07    0.32682E-05    0.33190E-06
   527    0.25824E+04    0.65518E+01    0.00000E+00   -0.22621E+02    0.16167E-07    0.32655E-05    0.31528E-06
   528    0.25836E+04    0.65809E+01    0.00000E+00   -0.21297E+02    0.16119E-07    0.32640E-05    0.29875E-06
   529    0.25845E+04    0.66155E+01    0.00000E+00   -0.19972E+02    0.16070E-07    0.32637E-05    0.28231E-06
   530    0.25851E+04    0.66554E+01    0.00000E+00   -0.18649E+02    0.16022E-07    0.32647E-05    0.26595E-06
   531    0.25858E+04    0.67004E+01    0.00000E+00   -0.17326E+02    0.15975E-07    0.32669E-05    0.24967E-06
   532    0.25859E+04    0.67508E+01    0.00000E+00   -0.16007E+02    0.15927E-07    0.32703E-05    0.23346E-06
   533    0.25858E+04    0.68065E+01    0.00000E+00   -0.14692E+02    0.15879E-07    0.32749E-05    0.21733E-06
   534    0.25856E+04    0.68675E+01    0.00000E+00   -0.13381E+02    0.15832E-07    0.32806E-05    0.20127E-06
   535    0.25850E+04    0.69340E+01    0.00000E+00   -0.12075E+02    0.15785E-07    0.32875E-05    0.18528E-06
   536    0.25843E+04    0.70057E+01    0.00000E+00   -0.10775E+02    0.15738E-07    0.32956E-05    0.16935E-06
   537    0.25834E+04    0.70827E+01    0.00000E+00   -0.94807E+01    0.15692E-07    0.33047E-05    0.15349E-06
   538    0.25821E+04    0.71652E+01    0.00000E+00   -0.81944E+01    0.15645E-07    0.33149E-05    0.13768E-06
   539    0.25807E+04    0.72529E+01    0.00000E+00   -0.69163E+01    0.15599E-07    0.33263E-05    0.12192E-06
   540    0.25791E+04    0.73461E+01    0.00000E+00   -0.56473E+01    0.15553E-07    0.33387E-05    0.10622E-06
   541    0.25771E+04    0.74445E+01    0.00000E+00   -0.43873E+01    0.15507E-07    0.33521E-05    0.90567E-07
   542    0.25751E+04    0.75482E+01    0.00000E+00   -0.31387E+01    0.15461E-07    0.33666E-05    0.74959E-07
   543    0.25727E+04    0.76574E+01    0.00000E+00   -0.19011E+01    0.15416E-07    0.33822E-05    0.59393E-07
   544    0.25701E+04    0.77718E+01    0.00000E+00   -0.67535E+00    0.15370E-07    0.33987E-05    0.43866E-07
   545    0.25673E+04    0.78914E+01    0.00000E+00    0.53784E+00    0.15325E-07    0.34162E-05    0.28376E-07
   546    0.25644E+04    0.80161E+01    0.00000E+00    0.17374E+01    0.15280E-07    0.34347E-05    0.12919E-07
   547    0.25611E+04    0.81460E+01    0.00000E+00    0.29230E+01    0.15236E-07    0.34542E-05   -0.25090E-08
   548    0.25577E+04    0.82812E+01    0.00000E+00    0.40936E+01    0.15191E-07    0.34746E-05   -0.17910E-07
   549    0.25540E+04    0.84215E+01    0.00000E+00    0.52484E+01    0.15147E-07    0.34960E-05   -0.33287E-07
   550    0.25502E+04    0.85671E+01    0.00000E+00    0.63868E+01    0.15102E-07    0.35182E-05   -0.48643E-07
   551    0.25462E+04    0.87179E+01    0.00000E+00    0.75083E+01    0.15058E-07    0.35414E-05   -0.63981E-07
   552    0.25419E+04    0.88739E+01    0.00000E+00    0.86117E+01    0.15014E-07    0.35655E-05   -0.79300E-07
   553    0.25375E+04    0.90335E+01    0.00000E+00    0.96969E+01    0.14971E-07    0.35904E-05   -0.94596E-07
   554    0.25329E+04    0.91998E+01    0.00000E+00    0.10763E+02    0.14927E-07    0.36162E-05   -0.10987E-06
   555    0.25280E+04    0.93706E+01    0.00000E+00    0.11810E+02    0.14884E-07    0.36429E-05   -0.12511E-06
   556    0.25229E+04    0.95464E+01    0.00000E+00    0.12836E+02    0.14841E-07    0.36704E-05   -0.14033E-06
   557    0.25177E+04    0.97267E+01    0.00000E+00    0.13841E+02    0.14798E-07    0.36987E-05   -0.15552E-06
   558    0.25123E+04    0.99128E+01    0.00000E+00    0.14825E+02    0.14755E-07    0.37279E-05   -0.17067E-06
   559    0.25066E+04    0.10103E+02    0.00000E+00    0.15788E+02    0.14712E-07    0.37578E-05   -0.18579E-06
   560    0.25009E+04    0.10297E+02    0.00000E+00    0.16727E+02    0.14670E-07    0.37886E-05   -0.20087E-06
   561    0.24948E+04    0.10496E+02    0.00000E+00    0.17643E+02    0.14628E-07    0.38201E-05   -0.21591E-06
   562    0.24888E+04    0.10700E+02    0.00000E+00    0.18536E+02    0.14586E-07    0.38524E-05   -0.23090E-06
   563    0.24825E+04    0.10908E+02    0.00000E+00    0.19406E+02    0.14544E-07    0.38855E-05   -0.24586E-06
   564    0.24760E+04    0.11122E+02    0.00000E+00    0.20249E+02    0.14502E-07    0.39193E-05   -0.26076E-06
   565    0.24694E+04    0.11338E+02    0.00000E+00    0.21069E+02    0.14460E-07    0.39539E-05   -0.27562E-06
   566    0.24626E+04    0.11560E+02    0.00000E+00    0.21862E+02    0.14419E-07    0.39892E-05   -0.29043E-06
   567    0.24557E+04    0.11785E+02    0.00000E+00    0.22629E+02    0.14378E-07    0.40252E-05   -0.30518E-06
   568    0.24487E+04    0.12015E+02    0.00000E+00    0.23369E+02    0.14337E-07    0.40619E-05   -0.31987E-06
   569    0.24414E+04    0.12249E+02    0.00000E+00    0.24084E+02    0.14296E-07    0.40993E-05   -0.33451E-06
   570    0.24341E+04    0.12487E+02    0.00000E+00    0.24769E+02    0.14255E-07    0.41374E-05   -0.34909E-06
   571    0.24266E+04    0.12729E+02    0.00000E+00    0.25427E+02    0.14215E-07    0.41762E-05   -0.36361E-06
   572    0.24189E+04    0.12974E+02    0.00000E+00    0.26056E+02    0.14174E-07    0.42156E-05   -0.37806E-06
   573    0.24112E+04    0.13223E+02    0.00000E+00    0.26656E+02    0.14134E-07    0.42556E-05   -0.39244E-06
   574    0.24033E+04    0.13476E+02    0.00000E+00    0.27228E+02    0.14094E-07    0.42963E-05   -0.40676E-06
   575    0.23953E+04    0.13732E+02    0.00000E+00    0.27768E+02    0.14054E-07    0.43376E-05   -0.42100E-06
   576    0.23873E+04    0.13992E+02    0.00000E+00    0.28280E+02    0.14014E-07    0.43796E-05   -0.43517E-06
   577    0.23790E+04    0.14256E+02    0.00000E+00    0.28762E+02    0.13975E-07    0.44221E-05   -0.44926E-06
   578    0.23707E+04    0.14522E+02    0.00000E+00    0.29212E+02    0.13935E-07    0.44652E-05   -0.46328E-06
   579    0.23623E+04    0.14792E+02    0.00000E+00    0.29632E+02    0.13896E-07    0.45089E-05   -0.47721E-06
   580    0.23538E+04    0.15065E+02    0.00000E+00    0.30020E+02    0.13857E-07    0.45531E-05   -0.49106E-06
   581    0.23451E+04    0.15341E+02    0.00000E+00    0.30377E+02    0.13818E-07    0.45979E-05   -0.50483E-06
   582    0.23364E+04    0.15620E+02    0.00000E+00    0.30702E+02    0.13779E-07    0.46433E-05   -0.51851E-06
   583    0.23276E+04    0.15901E+02    0.00000E+00    0.30993E+02    0.13740E-07    0.46891E-05   -0.53210E-06
   584    0.23188E+04    0.16185E+02    0.00000E+00    0.31254E+02    0.13702E-07    0.47355E-05   -0.54559E-06
   585    0.23099E+04    0.16472E+02    0.00000E+00    0.31481E+02    0.13664E-07    0.47824E-05   -0.55900E-06
   586    0.23009E+04    0.16760E+02    0.00000E+00    0.31675E+02    0.13626E-07    0.48298E-05   -0.57231E-06
   587    0.22920E+04    0.17052E+02    0.00000E+00    0.31836E+02    0.13588E-07    0.48777E-05   -0.58551E-06
   588    0.22828E+04    0.17346E+02    0.00000E+00    0.31963E+02    0.13550E-07    0.49260E-05   -0.59862E-06
   589    0.22737E+04    0.17642E+02    0.00000E+00    0.32057E+02    0.13512E-07    0.49748E-05   -0.61163E-06
   590    0.22644E+04    0.17939E+02    0.00000E+00    0.32117E+02    0.13474E-07    0.50241E-05   -0.62453E-06
   591    0.22552E+04    0.18240E+02    0.00000E+00    0.32143E+02    0.13437E-07    0.50737E-05   -0.63732E-06
   592    0.22460E+04    0.18540E+02    0.00000E+00    0.32135E+02    0.13400E-07    0.51239E-05   -0.65000E-06
   593    0.22366E+04    0.18844E+02    0.00000E+00    0.32093E+02    0.13363E-07    0.51744E-05   -0.66257E-06
   594    0.22272E+04    0.19149E+02    0.00000E+00    0.32016E+02    0.13326E-07    0.52253E-05   -0.67503E-06
   595    0.22178E+04    0.19455E+02    0.00000E+00    0.31906E+02    0.13289E-07    0.52766E-05   -0.68737E-06
   596    0.22084E+04    0.19763E+02    0.00000E+00    0.31760E+02    0.13252E-07    0.53283E-05   -0.69959E-06
   597    0.21991E+04    0.20070E+02    0.00000E+00    0.31581E+02    0.13216E-07    0.53804E-05   -0.71168E-06
   598    0.21898E+04    0.20380E+02    0.00000E+00    0.31367E+02    0.13179E-07    0.54328E-05   -0.72366E-06
   599    0.21805E+04    0.20690E+02    0.00000E+00    0.31119E+02    0.13143E-07    0.54855E-05   -0.73551E-06
   600    0.21711E+04    0.21002E+02    0.00000E+00    0.30835E+02    0.13107E-07    0.55386E-05   -0.74723E-06
   601    0.21618E+04    0.21314E+02    0.00000E+00    0.30517E+02    0.13071E-07    0.55920E-05   -0.75883E-06
   602    0.21524E+04    0.21626E+02    0.00000E+00    0.30164E+02    0.13035E-07    0.56457E-05   -0.77029E-06
   603    0.21430E+04    0.21940E+02    0.00000E+00    0.29779E+02    0.13000E-07    0.56997E-05   -0.78162E-06
   604    0.21338E+04    0.22252E+02    0.00000E+00    0.29358E+02    0.12964E-07    0.57540E-05   -0.79282E-06
   605    0.21246E+04    0.22565E+02    0.00000E+00    0.28903E+02    0.12929E-07    0.58086E-05   -0.80388E-06
   606    0.21154E+04    0.22879E+02    0.00000E+00    0.28414E+02    0.12894E-07    0.58634E-05   -0.81482E-06
   607    0.21060E+04    0.23192E+02    0.00000E+00    0.27891E+02    0.12859E-07    0.59185E-05   -0.82562E-06
   608    0.20969E+04    0.23506E+02    0.00000E+00    0.27334E+02    0.12824E-07    0.59738E-05   -0.83629E-06
   609    0.20879E+04    0.23818E+02    0.00000E+00    0.26743E+02    0.12789E-07    0.60294E-05   -0.84683E-06
   610    0.20788E+04    0.24130E+02    0.00000E+00    0.26119E+02    0.12754E-07    0.60852E-05   -0.85723E-06
   611    0.20698E+04    0.24442E+02    0.00000E+00    0.25462E+02    0.12720E-07    0.61411E-05   -0.86749E-06
   612    0.20609E+04    0.24754E+02    0.00000E+00    0.24772E+02    0.12685E-07    0.61973E-05   -0.87762E-06
   613    0.20520E+04    0.25062E+02    0.00000E+00    0.24049E+02    0.12651E-07    0.62536E-05   -0.88762E-06
   614    0.20432E+04    0.25372E+02    0.00000E+00    0.23292E+02    0.12617E-07    0.63101E-05   -0.89748E-06
   615    0.20344E+04    0.25679E+02    0.00000E+00    0.22504E+02    0.12583E-07    0.63668E-05   -0.90720E-06
   616    0.20258E+04    0.25986E+02    0.00000E+00    0.21685E+02    0.12549E-07    0.64236E-05   -0.91679E-06
   617    0.20173E+04    0.26293E+02    0.00000E+00    0.20833E+02    0.12515E-07    0.64806E-05   -0.92624E-06
   618    0.20088E+04    0.26598E+02    0.00000E+00    0.19949E+02    0.12482E-07    0.65376E-05   -0.93555E-06
   619    0.20004E+04    0.26902E+02    0.00000E+00    0.19036E+02    0.12448E-07    0.65948E-05   -0.94472E-06
   620    0.19922E+04    0.27203E+02    0.00000E+00    0.18092E+02    0.12415E-07    0.66521E-05   -0.95376E-06
   621    0.19839E+04    0.27503E+02    0.00000E+00    0.17117E+02    0.12382E-07    0.67095E-05   -0.96265E-06
   622    0.19759E+04    0.27801E+02    0.00000E+00    0.16111E+02    0.12349E-07    0.67669E-05   -0.97141E-06
   623    0.19679E+04    0.28096E+02    0.00000E+00    0.15078E+02    0.12316E-07    0.68244E-05   -0.98002E-06
   624    0.19600E+04    0.28389E+02    0.00000E+00    0.14014E+02    0.12283E-07    0.68820E-05   -0.98850E-06
   625    0.19522E+04    0.28681E+02    0.00000E+00    0.12922E+02    0.12250E-07    0.69396E-05   -0.99683E-06
   626    0.19446E+04    0.28970E+02    0.00000E+00    0.11801E+02    0.12218E-07    0.69972E-05   -0.10050E-05
   627    0.19371E+04    0.29256E+02    0.00000E+00    0.10653E+02    0.12185E-07    0.70549E-05   -0.10131E-05
   628    0.19298E+04    0.29540E+02    0.00000E+00    0.94763E+01    0.12153E-07    0.71125E-05   -0.10210E-05
   629    0.19226E+04    0.29820E+02    0.00000E+00    0.82732E+01    0.12121E-07    0.71702E-05   -0.10288E-05
   630    0.19154E+04    0.30098E+02    0.00000E+00    0.70424E+01    0.12089E-07    0.72278E-05   -0.10364E-05
   631    0.19083E+04    0.30373E+02    0.00000E+00    0.57871E+01    0.12057E-07    0.72854E-05   -0.10439E-05
   632    0.19016E+04    0.30645E+02    0.00000E+00    0.45052E+01    0.12025E-07    0.73430E-05   -0.10512E-05
   633    0.18948E+04    0.30914E+02    0.00000E+00    0.31988E+01    0.11993E-07    0.74005E-05   -0.10584E-05
   634    0.18883E+04    0.31179E+02    0.00000E+00    0.18683E+01    0.11962E-07    0.74580E-05   -0.10654E-05
   635    0.18819E+04    0.31441E+02    0.00000E+00    0.51383E+00    0.11930E-07    0.75154E-05   -0.10723E-05
   636    0.18756E+04    0.31701E+02    0.00000E+00   -0.86365E+00    0.11899E-07    0.75727E-05   -0.10791E-05
   637    0.18695E+04    0.31954E+02    0.00000E+00   -0.22647E+01    0.11868E-07    0.76299E-05   -0.10857E-05
   638    0.18636E+04    0.32206E+02    0.00000E+00   -0.36871E+01    0.11837E-07    0.76870E-05   -0.10921E-05
   639    0.18578E+04    0.32453E+02    0.00000E+00   -0.51317E+01    0.11806E-07    0.77439E-05   -0.10985E-05
   640    0.18522E+04    0.32697E+02    0.00000E+00   -0.65969E+01    0.11775E-07    0.78008E-05   -0.11046E-05
   641    0.18468E+04    0.32936E+02    0.00000E+00   -0.80826E+01    0.11744E-07    0.78575E-05   -0.11106E-05
   642    0.18414E+04    0.33171E+02    0.00000E+00   -0.95878E+01    0.11714E-07    0.79140E-05   -0.11165E-05
   643    0.18363E+04    0.33402E+02    0.00000E+00   -0.11112E+02    0.11683E-07    0.79704E-05   -0.11222E-05
   644    0.18315E+04    0.33627E+02    0.00000E+00   -0.12655E+02    0.11653E-07    0.80266E-05   -0.11278E-05
   645    0.18267E+04    0.33849E+02    0.00000E+00   -0.14215E+02    0.11623E-07    0.80826E-05   -0.11332E-05
   646    0.18221E+04    0.34066E+02    0.00000E+00   -0.15793E+02    0.11592E-07    0.81384E-05   -0.11385E-05
   647    0.18178E+04    0.34279E+02    0.00000E+00   -0.17388E+02    0.11562E-07    0.81940E-05   -0.11436E-05
   648    0.18135E+04    0.34487E+02    0.00000E+00   -0.18997E+02    0.11532E-07    0.82493E-05   -0.11486E-05
   649    0.18096E+04    0.34689E+02    0.00000E+00   -0.20623E+02    0.11503E-07    0.83044E-05   -0.11534E-05
   650    0.18058E+04    0.34886E+02    0.00000E+00   -0.22262E+02    0.11473E-07    0.83593E-05   -0.11581E-05
   651    0.18021E+04    0.35079E+02    0.00000E+00   -0.23915E+02    0.11443E-07    0.84139E-05   -0.11626E-05
   652    0.17986E+04    0.35267E+02    0.00000E+00   -0.25581E+02    0.11414E-07    0.84683E-05   -0.11669E-05
   653    0.17955E+04    0.35449E+02    0.00000E+00   -0.27259E+02    0.11385E-07    0.85224E-05   -0.11711E-05
   654    0.17924E+04    0.35626E+02    0.00000E+00   -0.28948E+02    0.11355E-07    0.85762E-05   -0.11752E-05
   655    0.17895E+04    0.35798E+02    0.00000E+00   -0.30649E+02    0.11326E-07    0.86297E-05   -0.11791E-05
   656    0.17869E+04    0.35964E+02    0.00000E+00   -0.32359E+02    0.11297E-07    0.86830E-05   -0.11828E-05
   657    0.17844E+04    0.36125E+02    0.00000E+00   -0.34078E+02    0.11268E-07    0.87359E-05   -0.11864E-05
   658    0.17821E+04    0.36280E+02    0.00000E+00   -0.35807E+02    0.11240E-07    0.87886E-05   -0.11899E-05
   659    0.17801E+04    0.36430E+02    0.00000E+00   -0.37543E+02    0.11211E-07    0.88409E-05   -0.11932E-05
   660    0.17783E+04    0.36574E+02    0.00000E+00   -0.39286E+02    0.11182E-07    0.88930E-05   -0.11964E-05
   661    0.17766E+04    0.36712E+02    0.00000E+00   -0.41035E+02    0.11154E-07    0.89447E-05   -0.11994E-05
   662    0.17752E+04    0.36845E+02    0.00000E+00   -0.42791E+02    0.11126E-07    0.89961E-05   -0.12022E-05
   663    0.17740E+04    0.36972E+02    0.00000E+00   -0.44552E+02    0.11097E-07    0.90472E-05   -0.12049E-05
   664    0.17729E+04    0.37092E+02    0.00000E+00   -0.46317E+02    0.11069E-07    0.90980E-05   -0.12075E-05
   665    0.17720E+04    0.37207E+02    0.00000E+00   -0.48085E+02    0.11041E-07    0.91484E-05   -0.12099E-05
   666    0.17714E+04    0.37316E+02    0.00000E+00   -0.49856E+02    0.11013E-07    0.91986E-05   -0.12122E-05
   667    0.17710E+04    0.37419E+02    0.00000E+00   -0.51630E+02    0.10985E-07    0.92483E-05   -0.12143E-05
   668    0.17706E+04    0.37516E+02    0.00000E+00   -0.53405E+02    0.10958E-07    0.92977E-05   -0.12163E-05
   669    0.17707E+04    0.37607E+02    0.00000E+00   -0.55180E+02    0.10930E-07    0.93468E-05   -0.12181E-05
   670    0.17708E+04    0.37692E+02    0.00000E+00   -0.56954E+02    0.10903E-07    0.93955E-05   -0.12198E-05
   671    0.17712E+04    0.37772E+02    0.00000E+00   -0.58727E+02    0.10875E-07    0.94438E-05   -0.12213E-05
   672    0.17717E+04    0.37844E+02    0.00000E+00   -0.60500E+02    0.10848E-07    0.94918E-05   -0.12227E-05
   673    0.17725E+04    0.37912E+02    0.00000E+00   -0.62269E+02    0.10821E-07    0.95394E-05   -0.12240E-05
   674    0.17735E+04    0.37972E+02    0.00000E+00   -0.64034E+02    0.10793E-07    0.95866E-05   -0.12251E-05
   675    0.17747E+04    0.38026E+02    0.00000E+00   -0.65797E+02    0.10766E-07    0.96335E-05   -0.12261E-05
   676    0.17760E+04    0.38074E+02    0.00000E+00   -0.67553E+02    0.10740E-07    0.96799E-05   -0.12269E-05
   677    0.17776E+04    0.38116E+02    0.00000E+00   -0.69304E+02    0.10713E-07    0.97260E-05   -0.12276E-05
   678    0.17793E+04    0.38151E+02    0.00000E+00   -0.71048E+02    0.10686E-07    0.97716E-05   -0.12281E-05
   679    0.17813E+04    0.38181E+02    0.00000E+00   -0.72786E+02    0.10659E-07    0.98169E-05   -0.12285E-05
   680    0.17835E+04    0.38204E+02    0.00000E+00   -0.74516E+02    0.10633E-07    0.98617E-05   -0.12287E-05
   681    0.17859E+04    0.38221E+02    0.00000E+00   -0.76236E+02    0.10606E-07    0.99062E-05   -0.12289E-05
   682    0.17884E+04    0.38231E+02    0.00000E+00   -0.77947E+02    0.10580E-07    0.99502E-05   -0.12288E-05
   683    0.17912E+04    0.38236E+02    0.00000E+00   -0.79650E+02    0.10554E-07    0.99937E-05   -0.12287E-05
   684    0.17941E+04    0.38233E+02    0.00000E+00   -0.81341E+02    0.10528E-07    0.10037E-04   -0.12284E-05
   685    0.17971E+04    0.38224E+02    0.00000E+00   -0.83021E+02    0.10502E-07    0.10080E-04   -0.12279E-05
   686    0.18004E+04    0.38209E+02    0.00000E+00   -0.84681E+02    0.10476E-07    0.10122E-04   -0.12273E-05
   687    0.18040E+04    0.38188E+02    0.00000E+00   -0.86331E+02    0.10450E-07    0.10164E-04   -0.12266E-05
   688    0.18076E+04    0.38160E+02    0.00000E+00   -0.87970E+02    0.10424E-07    0.10205E-04   -0.12258E-05
   689    0.18114E+04    0.38126E+02    0.00000E+00   -0.89590E+02    0.10399E-07    0.10246E-04   -0.12248E-05
   690    0.18154E+04    0.38087E+02    0.00000E+00   -0.91199E+02    0.10373E-07    0.10287E-04   -0.12236E-05
   691    0.18196E+04    0.38039E+02    0.00000E+00   -0.92788E+02    0.10347E-07    0.10327E-04   -0.12224E-05
   692    0.18240E+04    0.37987E+02    0.00000E+00   -0.94359E+02    0.10322E-07    0.10366E-04   -0.12210E-05
   693    0.18285E+04    0.37928E+02    0.00000E+00   -0.95918E+02    0.10297E-07    0.10405E-04   -0.12194E-05
   694    0.18332E+04    0.37863E+02    0.00000E+00   -0.97451E+02    0.10272E-07    0.10444E-04   -0.12177E-05
   695    0.18381E+04    0.37793E+02    0.00000E+00   -0.98964E+02    0.10246E-07    0.10482E-04   -0.12159E-05
   696    0.18432E+04    0.37715E+02    0.00000E+00   -0.10047E+03    0.10221E-07    0.10519E-04   -0.12140E-05
   697    0.18484E+04    0.37632E+02    0.00000E+00   -0.10195E+03    0.10197E-07    0.10556E-04   -0.12119E-05
   698    0.18537E+04    0.37542E+02    0.00000E+00   -0.10341E+03    0.10172E-07    0.10593E-04   -0.12097E-05
   699    0.18592E+04    0.37447E+02    0.00000E+00   -0.10484E+03    0.10147E-07    0.10629E-04   -0.12073E-05
   700    0.18649E+04    0.37346E+02    0.00000E+00   -0.10625E+03    0.10122E-07    0.10665E-04   -0.12049E-05
   701    0.18707E+04    0.37238E+02    0.00000E+00   -0.10764E+03    0.10098E-07    0.10700E-04   -0.12022E-05
   702    0.18767E+04    0.37126E+02    0.00000E+00   -0.10899E+03    0.10073E-07    0.10734E-04   -0.11995E-05
   703    0.18828E+04    0.37006E+02    0.00000E+00   -0.11035E+03    0.10049E-07    0.10768E-04   -0.11966E-05
   704    0.18891E+04    0.36882E+02    0.00000E+00   -0.11166E+03    0.10024E-07    0.10802E-04   -0.11936E-05
   705    0.18954E+04    0.36752E+02    0.00000E+00   -0.11295E+03    0.10000E-07    0.10835E-04   -0.11905E-05
   706    0.19019E+04    0.36616E+02    0.00000E+00   -0.11421E+03    0.99761E-08    0.10867E-04   -0.11872E-05
   707    0.19085E+04    0.36474E+02    0.00000E+00   -0.11545E+03    0.99520E-08    0.10899E-04   -0.11838E-05
   708    0.19153E+04    0.36328E+02    0.00000E+00   -0.11665E+03    0.99280E-08    0.10930E-04   -0.11803E-05
   709    0.19222E+04    0.36175E+02    0.00000E+00   -0.11784E+03    0.99041E-08    0.10961E-04   -0.11767E-05
   710    0.19293E+04    0.36017E+02    0.00000E+00   -0.11900E+03    0.98803E-08    0.10991E-04   -0.11729E-05
   711    0.19364E+04    0.35854E+02    0.00000E+00   -0.12012E+03    0.98566E-08    0.11021E-04   -0.11690E-05
   712    0.19437E+04    0.35686E+02    0.00000E+00   -0.12122E+03    0.98329E-08    0.11050E-04   -0.11650E-05
   713    0.19511E+04    0.35513E+02    0.00000E+00   -0.12229E+03    0.98094E-08    0.11078E-04   -0.11609E-05
   714    0.19585E+04    0.35335E+02    0.00000E+00   -0.12332E+03    0.97859E-08    0.11106E-04   -0.11566E-05
   715    0.19661E+04    0.35152E+02    0.00000E+00   -0.12433E+03    0.97625E-08    0.11133E-04   -0.11523E-05
   716    0.19738E+04    0.34963E+02    0.00000E+00   -0.12531E+03    0.97392E-08    0.11160E-04   -0.11478E-05
   717    0.19816E+04    0.34771E+02    0.00000E+00   -0.12625E+03    0.97159E-08    0.11186E-04   -0.11432E-05
   718    0.19894E+04    0.34573E+02    0.00000E+00   -0.12717E+03    0.96928E-08    0.11211E-04   -0.11384E-05
   719    0.19974E+04    0.34370E+02    0.00000E+00   -0.12804E+03    0.96697E-08    0.11236E-04   -0.11336E-05
   720    0.20054E+04    0.34163E+02    0.00000E+00   -0.12890E+03    0.96467E-08    0.11260E-04   -0.11286E-05
   721    0.20136E+04    0.33952E+02    0.00000E+00   -0.12970E+03    0.96238E-08    0.11283E-04   -0.11236E-05
   722    0.20218E+04    0.33736E+02    0.00000E+00   -0.13048E+03    0.96009E-08    0.11306E-04   -0.11184E-05
   723    0.20300E+04    0.33517E+02    0.00000E+00   -0.13123E+03    0.95782E-08    0.11328E-04   -0.11131E-05
   724    0.20384E+04    0.33293E+02    0.00000E+00   -0.13194E+03    0.95555E-08    0.11350E-04   -0.11077E-05
   725    0.20468E+04    0.33066E+02    0.00000E+00   -0.13262E+03    0.95329E-08    0.11371E-04   -0.11022E-05
   726    0.20553E+04    0.32836E+02    0.00000E+00   -0.13326E+03    0.95104E-08    0.11391E-04   -0.10966E-05
   727    0.20638E+04    0.32600E+02    0.00000E+00   -0.13387E+03    0.94879E-08    0.11410E-04   -0.10909E-05
   728    0.20723E+04    0.32360E+02    0.00000E+00   -0.13444E+03    0.94656E-08    0.11429E-04   -0.10850E-05
   729    0.20809E+04    0.32118E+02    0.00000E+00   -0.13498E+03    0.94433E-08    0.11447E-04   -0.10791E-05
   730    0.20895E+04    0.31872E+02    0.00000E+00   -0.13549E+03    0.94210E-08    0.11465E-04   -0.10730E-05
   731    0.20983E+04    0.31621E+02    0.00000E+00   -0.13595E+03    0.93989E-08    0.11481E-04   -0.10669E-05
   732    0.21070E+04    0.31370E+02    0.00000E+00   -0.13637E+03    0.93768E-08    0.11498E-04   -0.10606E-05
   733    0.21158E+04    0.31114E+02    0.00000E+00   -0.13677E+03    0.93548E-08    0.11513E-04   -0.10543E-05
